"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 28 10:15:30 GMT 2025","Fri Mar 28 10:15:31 GMT 2025","1381","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userShouldBeAbleToRunBuildTypeAndCheckItsStatus","User should be able to run build type and check its status",""
"passed","Fri Mar 28 10:15:36 GMT 2025","Fri Mar 28 10:15:37 GMT 2025","239","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectAsProjectViewer","User should not be able to create project as Project Viewer, Develop, Agent Manager",""
"passed","Fri Mar 28 10:15:34 GMT 2025","Fri Mar 28 10:15:34 GMT 2025","594","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectNotInRootTest","User should be able to create sub project of other project",""
"passed","Fri Mar 28 10:15:32 GMT 2025","Fri Mar 28 10:15:32 GMT 2025","546","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCanSearchProjectByName","User can search a project by name",""
"passed","Fri Mar 28 10:15:38 GMT 2025","Fri Mar 28 10:15:38 GMT 2025","223","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectWithCyrillicSymbolsTest","User should not be able to create project with cyrillic symbols",""
"passed","Fri Mar 28 10:15:33 GMT 2025","Fri Mar 28 10:15:33 GMT 2025","324","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectInRootTest","User should be able to create new project in Root catalog",""
"passed","Fri Mar 28 10:15:29 GMT 2025","Fri Mar 28 10:15:30 GMT 2025","456","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest","User should not be able to create two build types with the same id",""
"passed","Fri Mar 28 10:15:36 GMT 2025","Fri Mar 28 10:15:36 GMT 2025","190","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectAsProjectViewer","User should not be able to create project as Project Viewer, Develop, Agent Manager",""
"failed","Fri Mar 28 10:15:23 GMT 2025","Fri Mar 28 10:15:27 GMT 2025","3617","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for another user's project",""
"passed","Fri Mar 28 10:15:38 GMT 2025","Fri Mar 28 10:15:38 GMT 2025","261","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectWithTheSameIdTest","User should not be able to create project with the same id",""
"broken","Fri Mar 28 10:15:39 GMT 2025","Fri Mar 28 10:15:39 GMT 2025","20","Surefire suite","Surefire test","com.example.teamcity.api.StartBuildTest","com.example.teamcity.api.StartBuildTest","userStartsBuildWithWireMockTest","User should be able to start build (with WireMock)",""
"passed","Fri Mar 28 10:15:38 GMT 2025","Fri Mar 28 10:15:39 GMT 2025","205","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectWithTheSameNameTest","User should not be able to create project with the same name",""
"passed","Fri Mar 28 10:15:36 GMT 2025","Fri Mar 28 10:15:36 GMT 2025","404","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateACopyOfNonExistingSourceProject","User should not be able to create a copy of non existing source project",""
"passed","Fri Mar 28 10:15:37 GMT 2025","Fri Mar 28 10:15:38 GMT 2025","274","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectIfIdStartsWithNumber","User should not be able to create project if id starts with number",""
"passed","Fri Mar 28 10:15:35 GMT 2025","Fri Mar 28 10:15:36 GMT 2025","372","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesTwoProjectsWithEmptyNameTest","User should not be able to create project with empty name",""
"passed","Fri Mar 28 10:15:28 GMT 2025","Fri Mar 28 10:15:29 GMT 2025","536","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
