"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 28 12:25:35 GMT 2025","Fri Mar 28 12:25:36 GMT 2025","449","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectInRootTest","User should be able to create new project in Root catalog",""
"passed","Fri Mar 28 12:25:34 GMT 2025","Fri Mar 28 12:25:34 GMT 2025","507","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCanSearchProjectByName","User can search a project by name",""
"passed","Fri Mar 28 12:25:41 GMT 2025","Fri Mar 28 12:25:41 GMT 2025","231","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectWithTheSameIdTest","User should not be able to create project with the same id",""
"passed","Fri Mar 28 12:25:30 GMT 2025","Fri Mar 28 12:25:31 GMT 2025","581","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Fri Mar 28 12:25:41 GMT 2025","Fri Mar 28 12:25:41 GMT 2025","363","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectWithCyrillicSymbolsTest","User should not be able to create project with cyrillic symbols",""
"passed","Fri Mar 28 12:25:41 GMT 2025","Fri Mar 28 12:25:42 GMT 2025","298","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectWithTheSameNameTest","User should not be able to create project with the same name",""
"passed","Fri Mar 28 12:25:40 GMT 2025","Fri Mar 28 12:25:40 GMT 2025","190","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectAsProjectViewer","User should not be able to create project as Project Viewer, Develop, Agent Manager",""
"passed","Fri Mar 28 12:25:40 GMT 2025","Fri Mar 28 12:25:40 GMT 2025","290","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectIfIdStartsWithNumber","User should not be able to create project if id starts with number",""
"passed","Fri Mar 28 12:25:38 GMT 2025","Fri Mar 28 12:25:39 GMT 2025","760","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesTwoProjectsWithEmptyNameTest","User should not be able to create project with empty name",""
"passed","Fri Mar 28 12:25:34 GMT 2025","Fri Mar 28 12:25:35 GMT 2025","731","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCopiesProjectInRootTest","User should be able to copy the project",""
"passed","Fri Mar 28 12:25:39 GMT 2025","Fri Mar 28 12:25:39 GMT 2025","371","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateACopyOfNonExistingSourceProject","User should not be able to create a copy of non existing source project",""
"broken","Fri Mar 28 12:25:42 GMT 2025","Fri Mar 28 12:25:42 GMT 2025","37","Surefire suite","Surefire test","com.example.teamcity.api.StartBuildTest","com.example.teamcity.api.StartBuildTest","userStartsBuildWithWireMockTest","User should be able to start build (with WireMock)",""
"passed","Fri Mar 28 12:24:10 GMT 2025","Fri Mar 28 12:25:04 GMT 2025","53316","Surefire suite","Surefire test","com.example.teamcity.ui.SetupServerTest","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Fri Mar 28 12:25:26 GMT 2025","Fri Mar 28 12:25:28 GMT 2025","2066","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for another user's project",""
"passed","Fri Mar 28 12:25:32 GMT 2025","Fri Mar 28 12:25:33 GMT 2025","1495","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userShouldBeAbleToRunBuildTypeAndCheckItsStatus","User should be able to run build type and check its status",""
"passed","Fri Mar 28 12:25:39 GMT 2025","Fri Mar 28 12:25:40 GMT 2025","215","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectAsProjectViewer","User should not be able to create project as Project Viewer, Develop, Agent Manager",""
"passed","Fri Mar 28 12:25:37 GMT 2025","Fri Mar 28 12:25:37 GMT 2025","277","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectsWith256StringNameTest","User should be able to create project with 226 char name",""
"passed","Fri Mar 28 12:25:29 GMT 2025","Fri Mar 28 12:25:30 GMT 2025","1201","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Fri Mar 28 12:25:38 GMT 2025","Fri Mar 28 12:25:38 GMT 2025","248","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesTwoProjectsWithEmptyIdTest","User should not be able to create project with empty id",""
"passed","Fri Mar 28 12:25:40 GMT 2025","Fri Mar 28 12:25:40 GMT 2025","193","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectAsProjectViewer","User should not be able to create project as Project Viewer, Develop, Agent Manager",""
"passed","Fri Mar 28 12:25:36 GMT 2025","Fri Mar 28 12:25:37 GMT 2025","703","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectNotInRootTest","User should be able to create sub project of other project",""
"passed","Fri Mar 28 12:25:31 GMT 2025","Fri Mar 28 12:25:32 GMT 2025","566","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest","User should not be able to create two build types with the same id",""
