"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 28 11:53:39 GMT 2025","Fri Mar 28 11:53:39 GMT 2025","266","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectWithTheSameIdTest","User should not be able to create project with the same id",""
"passed","Fri Mar 28 11:53:35 GMT 2025","Fri Mar 28 11:53:35 GMT 2025","330","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesTwoProjectsWithEmptyIdTest","User should not be able to create project with empty id",""
"passed","Fri Mar 28 11:53:33 GMT 2025","Fri Mar 28 11:53:33 GMT 2025","388","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectInRootTest","User should be able to create new project in Root catalog",""
"passed","Fri Mar 28 11:53:28 GMT 2025","Fri Mar 28 11:53:29 GMT 2025","530","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest","User should not be able to create two build types with the same id",""
"passed","Fri Mar 28 11:53:33 GMT 2025","Fri Mar 28 11:53:34 GMT 2025","672","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectNotInRootTest","User should be able to create sub project of other project",""
"passed","Fri Mar 28 11:52:09 GMT 2025","Fri Mar 28 11:52:59 GMT 2025","50332","Surefire suite","Surefire test","com.example.teamcity.ui.SetupServerTest","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Fri Mar 28 11:53:38 GMT 2025","Fri Mar 28 11:53:38 GMT 2025","821","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectIfIdStartsWithNumber","User should not be able to create project if id starts with number",""
"passed","Fri Mar 28 11:53:31 GMT 2025","Fri Mar 28 11:53:32 GMT 2025","529","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCanSearchProjectByName","User can search a project by name",""
"passed","Fri Mar 28 11:53:27 GMT 2025","Fri Mar 28 11:53:28 GMT 2025","582","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Fri Mar 28 11:53:26 GMT 2025","Fri Mar 28 11:53:27 GMT 2025","1112","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Fri Mar 28 11:53:34 GMT 2025","Fri Mar 28 11:53:35 GMT 2025","447","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectsWith256StringNameTest","User should be able to create project with 226 char name",""
"passed","Fri Mar 28 11:53:37 GMT 2025","Fri Mar 28 11:53:38 GMT 2025","262","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectAsProjectViewer","User should not be able to create project as Project Viewer, Develop, Agent Manager",""
"passed","Fri Mar 28 11:53:29 GMT 2025","Fri Mar 28 11:53:31 GMT 2025","1977","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userShouldBeAbleToRunBuildTypeAndCheckItsStatus","User should be able to run build type and check its status",""
