"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 29 10:13:14 GMT 2025","Sat Mar 29 10:13:14 GMT 2025","676","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCopiesProjectInRootTest","User should be able to copy the project",""
"passed","Sat Mar 29 10:13:04 GMT 2025","Sat Mar 29 10:13:07 GMT 2025","2357","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for another user's project",""
"passed","Sat Mar 29 10:13:17 GMT 2025","Sat Mar 29 10:13:17 GMT 2025","397","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesTwoProjectsWithEmptyNameTest","User should not be able to create project with empty name",""
"passed","Sat Mar 29 10:13:07 GMT 2025","Sat Mar 29 10:13:09 GMT 2025","2170","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Sat Mar 29 10:13:15 GMT 2025","Sat Mar 29 10:13:16 GMT 2025","610","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectNotInRootTest","User should be able to create sub project of other project",""
"passed","Sat Mar 29 10:13:19 GMT 2025","Sat Mar 29 10:13:19 GMT 2025","325","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectWithCyrillicSymbolsTest","User should not be able to create project with cyrillic symbols",""
"passed","Sat Mar 29 10:13:10 GMT 2025","Sat Mar 29 10:13:10 GMT 2025","534","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Sat Mar 29 10:13:20 GMT 2025","Sat Mar 29 10:13:20 GMT 2025","337","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectWithTheSameIdTest","User should not be able to create project with the same id",""
"passed","Sat Mar 29 10:13:16 GMT 2025","Sat Mar 29 10:13:16 GMT 2025","282","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectsWith256StringNameTest","User should be able to create project with 226 char name",""
"passed","Sat Mar 29 10:13:15 GMT 2025","Sat Mar 29 10:13:15 GMT 2025","408","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectInRootTest","User should be able to create new project in Root catalog",""
