"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 28 12:41:41 GMT 2025","Fri Mar 28 12:41:42 GMT 2025","1422","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectAsProjectViewer","User should not be able to create project as Project Viewer, Develop, Agent Manager",""
"passed","Fri Mar 28 12:41:33 GMT 2025","Fri Mar 28 12:41:34 GMT 2025","582","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest","User should not be able to create two build types with the same id",""
"passed","Fri Mar 28 12:41:32 GMT 2025","Fri Mar 28 12:41:33 GMT 2025","595","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Fri Mar 28 12:41:44 GMT 2025","Fri Mar 28 12:41:44 GMT 2025","303","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectWithTheSameNameTest","User should not be able to create project with the same name",""
"passed","Fri Mar 28 12:41:40 GMT 2025","Fri Mar 28 12:41:41 GMT 2025","445","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateACopyOfNonExistingSourceProject","User should not be able to create a copy of non existing source project",""
"passed","Fri Mar 28 12:41:43 GMT 2025","Fri Mar 28 12:41:43 GMT 2025","194","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectAsProjectViewer","User should not be able to create project as Project Viewer, Develop, Agent Manager",""
"passed","Fri Mar 28 12:41:38 GMT 2025","Fri Mar 28 12:41:39 GMT 2025","814","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectNotInRootTest","User should be able to create sub project of other project",""
"passed","Fri Mar 28 12:41:43 GMT 2025","Fri Mar 28 12:41:44 GMT 2025","286","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectWithCyrillicSymbolsTest","User should not be able to create project with cyrillic symbols",""
"passed","Fri Mar 28 12:41:34 GMT 2025","Fri Mar 28 12:41:35 GMT 2025","1390","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userShouldBeAbleToRunBuildTypeAndCheckItsStatus","User should be able to run build type and check its status",""
"passed","Fri Mar 28 12:41:39 GMT 2025","Fri Mar 28 12:41:39 GMT 2025","377","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectsWith256StringNameTest","User should be able to create project with 226 char name",""
"passed","Fri Mar 28 12:40:15 GMT 2025","Fri Mar 28 12:41:05 GMT 2025","49779","Surefire suite","Surefire test","com.example.teamcity.ui.SetupServerTest","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Fri Mar 28 12:41:43 GMT 2025","Fri Mar 28 12:41:43 GMT 2025","249","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectIfIdStartsWithNumber","User should not be able to create project if id starts with number",""
"passed","Fri Mar 28 12:41:40 GMT 2025","Fri Mar 28 12:41:40 GMT 2025","328","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesTwoProjectsWithEmptyNameTest","User should not be able to create project with empty name",""
"passed","Fri Mar 28 12:41:37 GMT 2025","Fri Mar 28 12:41:38 GMT 2025","369","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectInRootTest","User should be able to create new project in Root catalog",""
"passed","Fri Mar 28 12:41:39 GMT 2025","Fri Mar 28 12:41:40 GMT 2025","349","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesTwoProjectsWithEmptyIdTest","User should not be able to create project with empty id",""
"passed","Fri Mar 28 12:41:36 GMT 2025","Fri Mar 28 12:41:36 GMT 2025","509","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCanSearchProjectByName","User can search a project by name",""
"passed","Fri Mar 28 12:41:42 GMT 2025","Fri Mar 28 12:41:43 GMT 2025","227","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectAsProjectViewer","User should not be able to create project as Project Viewer, Develop, Agent Manager",""
"passed","Fri Mar 28 12:41:36 GMT 2025","Fri Mar 28 12:41:37 GMT 2025","823","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCopiesProjectInRootTest","User should be able to copy the project",""
"passed","Fri Mar 28 12:41:31 GMT 2025","Fri Mar 28 12:41:32 GMT 2025","1213","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Fri Mar 28 12:41:28 GMT 2025","Fri Mar 28 12:41:30 GMT 2025","2789","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for another user's project",""
"passed","Fri Mar 28 12:41:44 GMT 2025","Fri Mar 28 12:41:44 GMT 2025","279","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotBeAbleToCreateProjectWithTheSameIdTest","User should not be able to create project with the same id",""
